text,label
"He told a straggling student at the end of a line, ""The first shall be last and the last shall be first.""",anecdote
there can be a real danger of teenage suicide,assumption
and,no-unit
"Bethany Mota, a 19-year-old YouTube star who regularly reaches eight million people was the last interviewer",anecdote
They're the married ones lurking in gay chat rooms with their faces concealed,assumption
(the Lego version is a favourite,other
"Zionist representatives... planned and implemented the ethnic purge.""",testimony
It is likely that Obama also thinks that his discreet silence about who did what to whom in Paris is a boon the American fight for hearts and minds in the Middle East,assumption
"In the 1960s immigrants arrived in western Europe to provide a workforce, most from former colonies",anecdote
"With Wilson facing civil suits and Attorney General Eric Holder's federal investigation still ongoing, the pressures on Officer Wilson are not likely to fade away anytime soon",assumption
"because if your mobile is turned on, in range and not ringing",assumption
"they seemed pressed to the edges, sitting in doorways or leaning on fences",assumption
"the boy may have demonstrated problems controlling his impulses in other settings, too",assumption
Love is the answer,assumption
"Yet it's something that few people seem to be talking about openly, if at all",assumption
Thanks to the drop in the value of the Russian ruble - almost one-third of its value in the past year ,assumption
But ski jumping - are they kidding?,assumption
"Despite signing the 2002 Declaration on the Conduct of Parties in the South China Sea, which discourages claimant states from unilaterally altering the status quo",assumption
They're a pretty resourceful bunch,assumption
"In reality, however, people are so terrified of the prospect of being in a position where they have to make such choices that they'd rather not think about it at all",assumption
Why are they in such a state?,assumption
But,no-unit
which in most cases leads to exclusion from the civic sphere,assumption
This was one of the reasons a generation later we never knew about a bunch of Islamic extremists in a cave in Afghanistan plotting to take down the Twin Towers,assumption
Will we ever see a day when women would be rewarded for being as unsexy as Ed?,assumption
"While promises have been made to investigate reported abuses by the Nigerian armed forces against civilians, in December 2014 an army court sentenced 54 soldiers to death for mutiny and cowardice - for refusing to fight Boko Haram",anecdote
"I mean the kind of woman whose ""buttery"" leather tote must be big enough to contain at least one hardback if it is not to make her feel guilty for the rest of her life",assumption
